cod_municipio,municipio,cod_depto,poblacion_total,pob_urbana,pob_rural,pct_urbano,area_km2,densidad_hab_km2,ipm_municipal,priv_hacinamiento,priv_agua,priv_salud,priv_trabajo_informal,tasa_kg_hab_dia,kg_residuos_dia,ton_residuos_dia,pct_reciclable,kg_reciclables_dia,cobertura_recoleccion_pct,dist_centro_acopio_km,centros_acopio_existentes,acceso_vial,necesita_centro_acopio,potencial_reciclaje_kg_mes,label_clase
15572,PUERTO BOYACÁ,15,6050,4145,1905,68.5,472.8,12.8,33.6,11.4,5.8,16.7,80.7,0.658,3980.0,3.98,11.9,472.0,47.5,21.34,0,2,1,14160.0,Prioritario
15580,QUÍPAMA,15,16904,6899,10005,40.8,180.2,93.81,64.6,4.9,63.6,13.3,92.8,0.535,9037.0,9.037,17.4,1575.0,19.0,29.88,0,1,2,47250.0,Muy prioritario
15599,RAMIRIQUÍ,15,178848,147133,31715,82.3,210.5,849.66,31.4,5.5,16.0,10.7,90.2,0.652,116598.0,116.598,15.7,18341.0,52.6,16.6,5,3,0,550230.0,No prioritario
15600,RÁQUIRA,15,1007,677,330,67.3,362.7,2.78,31.3,10.1,30.3,9.3,87.1,0.649,653.0,0.653,18.4,120.0,58.2,15.35,0,3,0,3600.0,No prioritario
15621,RONDÓN,15,108412,58474,49938,53.9,271.3,399.66,46.9,2.4,50.3,9.6,91.1,0.556,60261.0,60.261,11.1,6679.0,37.8,22.55,1,2,0,200370.0,No prioritario
15632,SABOYÁ,15,13608,8354,5254,61.4,30.0,453.6,41.8,5.0,34.4,11.0,92.0,0.632,8603.0,8.603,17.6,1518.0,35.2,19.56,0,3,1,45540.0,Prioritario
15638,SÁCHICA,15,2283,1368,915,59.9,185.7,12.29,23.8,10.0,5.3,11.4,88.9,0.55,1256.0,1.256,17.5,220.0,39.4,12.78,0,2,0,6600.0,No prioritario
15646,SAMACÁ,15,30692,19743,10949,64.3,88.1,348.43,21.5,6.8,4.0,10.0,78.3,0.593,18191.0,18.191,17.1,3108.0,59.8,11.97,2,3,0,93240.0,No prioritario
15660,SAN EDUARDO,15,19116,13966,5150,73.1,301.9,63.31,35.9,4.7,25.2,6.1,89.6,0.563,10763.0,10.763,13.8,1488.0,51.3,19.53,0,2,1,44640.0,Prioritario
15664,SAN JOSÉ DE PARE,15,4535,2234,2301,49.3,8798.3,0.52,50.8,2.9,53.2,10.6,93.2,0.544,2468.0,2.468,15.2,375.0,24.9,25.01,0,3,2,11250.0,Muy prioritario
15667,SAN LUIS DE GACENO,15,15148,8753,6395,57.8,380.3,39.83,31.4,5.4,39.6,10.5,86.9,0.516,7820.0,7.82,11.7,917.0,31.3,23.29,0,1,1,27510.0,Prioritario
15673,SAN MATEO,15,6677,4127,2550,61.8,168.0,39.75,45.8,10.6,25.5,12.4,89.5,0.508,3393.0,3.393,14.9,506.0,40.1,20.36,0,2,1,15180.0,Prioritario
15676,SAN MIGUEL DE SEMA,15,16388,11983,4405,73.1,739.6,22.16,35.6,4.1,56.2,10.5,83.1,0.663,10868.0,10.868,19.9,2163.0,54.0,17.68,0,3,1,64890.0,Prioritario
15681,SAN PABLO DE BORBUR,15,43995,25750,18245,58.5,436.7,100.75,53.7,3.4,66.0,13.0,89.0,0.601,26447.0,26.447,17.7,4693.0,40.1,26.19,1,2,1,140790.0,Prioritario
15686,SANTANA,15,232078,159364,72714,68.7,405.1,572.9,40.5,6.3,28.2,10.4,93.5,0.687,159508.0,159.508,16.4,26179.0,42.7,25.35,4,1,0,785370.0,No prioritario
15690,SANTA MARÍA,15,1439,885,554,61.5,506.9,2.84,29.0,7.2,31.4,11.2,79.8,0.562,808.0,0.808,12.7,103.0,39.1,13.67,0,2,0,3090.0,No prioritario
15693,SANTA ROSA DE VITERBO,15,621232,386564,234668,62.2,2886.7,215.21,19.0,3.6,5.0,12.7,87.6,0.632,392337.0,392.337,17.7,69284.0,52.6,12.05,12,2,0,2078520.0,No prioritario
15696,SANTA SOFÍA,15,800,625,175,78.2,63.0,12.7,31.4,7.1,16.3,15.3,89.5,0.707,565.0,0.565,17.4,98.0,66.0,19.42,0,2,0,2940.0,No prioritario
15720,SATIVANORTE,15,10165,5230,4935,51.5,432.0,23.53,51.6,9.8,23.8,6.5,89.0,0.591,6012.0,6.012,8.0,481.0,23.0,23.9,0,3,2,14430.0,Muy prioritario
15723,SATIVASUR,15,38521,25105,13416,65.2,80.5,478.48,29.7,8.3,10.4,6.8,81.3,0.545,20980.0,20.98,18.4,3853.0,55.2,19.89,2,2,0,115590.0,No prioritario
15740,SIACHOQUE,15,22154,15190,6964,68.6,476.6,46.49,45.1,9.9,17.5,10.2,93.2,0.636,14095.0,14.095,16.3,2295.0,48.4,19.67,0,3,1,68850.0,Prioritario
15753,SOATÁ,15,4355,3443,912,79.1,81.3,53.6,17.3,6.9,6.9,9.8,85.4,0.695,3029.0,3.029,21.0,637.0,71.4,11.92,0,3,0,19110.0,No prioritario
15755,SOCOTÁ,15,9185,5226,3959,56.9,148.3,61.94,52.9,14.3,42.0,11.9,79.4,0.578,5311.0,5.311,11.9,632.0,35.0,31.43,0,2,2,18960.0,Muy prioritario
15757,SOCHA,15,5500,4941,559,89.8,171.7,32.03,20.8,9.8,6.1,13.9,72.7,0.542,2983.0,2.983,9.0,267.0,62.0,12.04,0,3,0,8010.0,No prioritario
15759,SOGAMOSO,15,4624,3403,1221,73.6,789.2,5.86,10.4,4.0,1.9,13.3,79.3,0.657,3039.0,3.039,17.7,538.0,62.4,7.21,0,2,0,16140.0,No prioritario
15761,SOMONDOCO,15,61653,41814,19839,67.8,736.7,83.69,41.0,2.2,37.5,6.7,87.8,0.798,49217.0,49.217,17.2,8444.0,54.0,18.15,1,1,0,253320.0,No prioritario
15762,SORA,15,25403,13279,12124,52.3,54.9,462.89,55.3,5.3,27.9,9.0,93.0,0.53,13471.0,13.471,9.7,1301.0,26.0,32.09,0,2,2,39030.0,Muy prioritario
15763,SOTAQUIRÁ,15,3838,2529,1309,65.9,261.4,14.68,35.4,7.0,8.3,13.0,82.3,0.555,2132.0,2.132,13.2,280.0,46.8,17.77,0,3,1,8400.0,Prioritario
15764,SORACÁ,15,67459,50005,17454,74.1,104.4,645.98,38.5,9.3,16.5,9.9,88.3,0.676,45628.0,45.628,25.2,11488.0,54.3,16.78,0,2,1,344640.0,Prioritario
15774,SUSACÓN,15,23228,15516,7712,66.8,54.0,429.8,37.1,7.7,27.1,10.5,91.0,0.642,14917.0,14.917,15.3,2277.0,34.5,20.01,0,1,1,68310.0,Prioritario
15776,SUTAMARCHÁN,15,57708,40768,16940,70.6,188.6,306.0,31.1,8.1,37.2,8.5,88.9,0.728,42012.0,42.012,18.8,7880.0,62.6,15.88,1,3,0,236400.0,No prioritario
15778,SUTATENZA,15,41495,27029,14466,65.1,169.0,245.55,47.4,5.0,56.5,7.9,89.6,0.51,21160.0,21.16,14.1,2976.0,39.9,21.1,2,2,0,89280.0,No prioritario
15790,TASCO,15,3004,1899,1105,63.2,4501.0,0.67,31.4,7.7,5.6,13.3,79.5,0.661,1987.0,1.987,9.6,190.0,50.0,15.12,0,2,0,5700.0,No prioritario
15798,TENZA,15,4874,2613,2261,53.6,411.4,11.85,41.1,5.1,52.5,7.9,85.6,0.612,2982.0,2.982,14.4,428.0,35.5,18.96,0,2,1,12840.0,Prioritario
15804,TIBANÁ,15,51283,24842,26441,48.4,46.8,1094.72,47.0,4.7,21.8,8.3,90.2,0.532,27303.0,27.303,13.5,3699.0,35.8,23.94,1,1,0,110970.0,No prioritario
15806,TIBASOSA,15,40081,24324,15757,60.7,124.2,322.59,14.3,3.0,1.6,13.7,82.2,0.62,24844.0,24.844,14.4,3570.0,52.4,10.6,2,1,0,107100.0,No prioritario
15808,TINJACÁ,15,12866,10335,2531,80.3,833.5,15.44,35.2,5.3,46.5,9.4,88.1,0.754,9697.0,9.697,17.2,1667.0,60.6,17.18,0,2,1,50010.0,Prioritario
15810,TIPACOQUE,15,16501,8450,8051,51.2,2999.3,5.5,41.6,13.0,47.9,9.0,91.3,0.625,10307.0,10.307,15.4,1589.0,29.1,24.18,0,3,2,47670.0,Muy prioritario
15814,TOCA,15,133225,86742,46483,65.1,36.5,3651.8,30.2,8.0,9.2,10.0,87.7,0.519,69144.0,69.144,15.6,10759.0,53.5,19.74,4,1,0,322770.0,No prioritario
15816,TOGÜÍ,15,4606,2431,2175,52.8,30.0,153.53,50.0,6.0,32.6,8.7,94.3,0.627,2887.0,2.887,11.0,317.0,23.1,25.23,0,1,2,9510.0,Muy prioritario
15820,TÓPAGA,15,35766,25121,10645,70.2,2310.4,15.48,28.7,7.3,24.0,12.3,76.6,0.626,22382.0,22.382,18.0,4025.0,57.8,13.01,2,3,0,120750.0,No prioritario
15822,TOTA,15,9284,5829,3455,62.8,390.5,23.77,47.9,7.5,16.4,10.4,95.3,0.607,5635.0,5.635,9.9,560.0,36.6,24.59,0,1,2,16800.0,Muy prioritario
15832,TUNUNGUÁ,15,9028,6014,3014,66.6,86.3,104.59,42.1,7.6,26.2,12.7,89.5,0.622,5619.0,5.619,10.0,563.0,53.6,20.13,0,1,1,16890.0,Prioritario
15835,TURMEQUÉ,15,96548,51436,45112,53.3,464.8,207.73,45.1,6.9,9.1,8.3,91.4,0.551,53206.0,53.206,17.0,9069.0,35.2,22.88,1,1,0,272070.0,No prioritario
15837,TUTA,15,59026,37766,21260,64.0,30.0,1967.53,32.8,6.5,8.6,10.9,86.6,0.701,41393.0,41.393,17.4,7210.0,51.0,18.06,2,2,0,216300.0,No prioritario
15839,TUTAZÁ,15,57775,37796,19979,65.4,245.7,235.16,36.4,5.9,25.5,13.0,90.0,0.605,34953.0,34.953,15.9,5547.0,48.4,17.58,2,1,0,166410.0,No prioritario
15842,ÚMBITA,15,140064,74752,65312,53.4,362.6,386.24,49.4,4.0,20.1,11.0,93.4,0.474,66379.0,66.379,10.7,7070.0,24.5,29.56,3,1,1,212100.0,Prioritario
15861,VENTAQUEMADA,15,13874,11437,2437,82.4,741.8,18.7,25.7,4.2,5.5,10.3,89.8,0.648,8994.0,8.994,15.6,1405.0,62.2,11.59,0,3,0,42150.0,No prioritario
15879,VIRACACHÁ,15,45593,28207,17386,61.9,72.5,629.03,45.1,3.2,13.4,7.8,94.3,0.612,27892.0,27.892,14.9,4156.0,45.5,23.29,0,3,2,124680.0,Muy prioritario
15897,ZETAQUIRA,15,7642,4620,3022,60.5,271.2,28.18,50.7,4.6,32.3,8.9,91.2,0.69,5274.0,5.274,10.8,567.0,40.0,22.27,0,3,1,17010.0,Prioritario
17001,MANIZALES,17,23944,19625,4319,82.0,80.6,297.07,13.9,4.2,3.6,17.4,70.4,0.726,17386.0,17.386,15.5,2691.0,75.5,14.22,0,3,0,80730.0,No prioritario
17013,AGUADAS,17,10569,8073,2496,76.4,332.4,31.79,30.0,3.6,23.2,13.2,86.0,0.588,6209.0,6.209,19.1,1186.0,61.8,13.54,0,3,0,35580.0,No prioritario
17042,ANSERMA,17,15908,10650,5258,66.9,83.6,190.37,32.5,4.6,21.8,14.2,86.5,0.817,12991.0,12.991,20.5,2660.0,45.7,14.95,0,3,1,79800.0,Prioritario
17050,ARANZAZU,17,38998,21591,17407,55.4,149.9,260.08,32.1,3.9,16.1,13.9,84.9,0.593,23112.0,23.112,13.8,3184.0,36.2,16.29,0,1,1,95520.0,Prioritario
17088,BELALCÁZAR,17,3063,1944,1119,63.5,74.1,41.35,41.2,6.7,20.1,16.8,87.3,0.706,2162.0,2.162,18.1,392.0,45.3,19.71,0,3,1,11760.0,Prioritario
17174,CHINCHINÁ,17,577403,385180,192223,66.7,534.5,1080.23,21.8,5.5,3.9,18.7,77.0,0.605,349155.0,349.155,10.4,36412.0,41.9,11.11,9,2,0,1092360.0,No prioritario
17272,FILADELFIA,17,2184,1289,895,59.1,685.5,3.19,36.2,3.4,25.4,13.3,87.0,0.629,1373.0,1.373,17.4,239.0,50.7,19.17,0,3,1,7170.0,Prioritario
17380,LA DORADA,17,1501,1104,397,73.6,184.6,8.13,26.8,10.6,4.6,18.4,83.2,0.712,1068.0,1.068,14.4,154.0,60.4,13.79,0,3,0,4620.0,No prioritario
17388,LA MERCED,17,107430,79719,27711,74.2,256.2,419.35,34.5,4.0,24.5,14.8,84.2,0.744,79958.0,79.958,17.8,14267.0,62.6,15.19,2,3,0,428010.0,No prioritario
17433,MANZANARES,17,55547,34811,20736,62.7,43.0,1291.16,37.5,4.6,32.9,12.6,87.4,0.685,38065.0,38.065,15.0,5719.0,37.3,18.02,0,2,1,171570.0,Prioritario
17442,MARMATO,17,41085,26668,14417,64.9,170.8,240.57,37.6,6.9,17.2,18.3,77.1,0.679,27914.0,27.914,20.0,5569.0,53.4,21.78,0,2,1,167070.0,Prioritario
17444,MARQUETALIA,17,41399,30717,10682,74.2,230.4,179.69,40.7,5.0,34.9,12.8,91.6,0.622,25733.0,25.733,14.3,3679.0,65.7,21.08,0,3,1,110370.0,Prioritario
17446,MARULANDA,17,13068,8646,4422,66.2,5681.4,2.3,34.6,2.4,30.6,9.5,80.4,0.569,7435.0,7.435,18.0,1338.0,42.6,19.4,0,2,1,40140.0,Prioritario
17486,NEIRA,17,2656,2311,345,87.0,64.4,41.22,31.3,5.3,11.6,16.7,83.3,0.725,1925.0,1.925,17.4,334.0,72.8,16.76,0,3,0,10020.0,No prioritario
17495,NORCASIA,17,15312,9904,5408,64.7,1418.0,10.8,41.4,8.4,18.9,14.8,83.5,0.683,10464.0,10.464,15.5,1621.0,45.8,19.44,0,1,1,48630.0,Prioritario
17513,PÁCORA,17,3948,2010,1938,50.9,809.3,4.88,33.3,3.8,20.4,11.0,85.4,0.536,2116.0,2.116,14.0,297.0,28.1,16.09,0,3,1,8910.0,Prioritario
17524,PALESTINA,17,77281,56389,20892,73.0,342.7,225.53,30.1,5.0,11.8,19.5,76.8,0.727,56190.0,56.19,14.3,8012.0,59.1,14.35,2,3,0,240360.0,No prioritario
17541,PENSILVANIA,17,10252,6732,3520,65.7,2019.0,5.08,37.3,3.3,33.9,10.5,88.5,0.729,7473.0,7.473,16.0,1198.0,52.1,21.98,0,2,1,35940.0,Prioritario
17614,RIOSUCIO,17,3023,2350,673,77.7,382.4,7.9,29.3,6.1,10.2,14.6,86.4,0.588,1776.0,1.776,17.1,303.0,58.2,24.64,0,3,1,9090.0,Prioritario
17616,RISARALDA,17,7491,4999,2492,66.7,390.3,19.19,39.4,4.5,37.8,12.3,86.4,0.55,4120.0,4.12,16.9,696.0,54.1,19.47,0,1,1,20880.0,Prioritario
17653,SALAMINA,17,28093,18730,9363,66.7,229.6,122.37,28.7,4.3,18.1,13.1,83.3,0.605,17009.0,17.009,16.4,2793.0,43.1,13.18,0,1,1,83790.0,Prioritario
17662,SAMANÁ,17,4843,2482,2361,51.3,1062.4,4.56,39.9,3.6,37.1,12.2,89.9,0.58,2807.0,2.807,17.0,478.0,26.7,18.85,0,2,1,14340.0,Prioritario
17665,SAN JOSÉ,17,3041,1805,1236,59.4,912.1,3.33,39.9,5.7,38.7,15.7,84.2,0.546,1659.0,1.659,18.2,302.0,42.2,19.16,0,1,1,9060.0,Prioritario
17777,SUPÍA,17,20715,12307,8408,59.4,115.5,179.37,31.3,6.6,15.2,15.2,82.8,0.696,14414.0,14.414,12.3,1771.0,44.2,17.14,0,1,1,53130.0,Prioritario
17867,VICTORIA,17,20763,12336,8427,59.4,50.2,413.24,34.9,6.7,13.3,19.1,82.6,0.622,12906.0,12.906,18.0,2329.0,39.4,16.22,0,2,1,69870.0,Prioritario
17873,VILLAMARÍA,17,5364,4264,1100,79.5,191.8,27.97,17.0,4.2,6.3,17.5,72.0,0.671,3600.0,3.6,13.9,500.0,70.5,16.44,0,3,0,15000.0,No prioritario
17877,VITERBO,17,5722,4735,987,82.8,93.7,61.08,26.0,6.0,6.8,17.2,81.2,0.566,3240.0,3.24,19.5,633.0,69.3,12.62,0,3,0,18990.0,No prioritario
18001,FLORENCIA,18,20286,14280,6006,70.4,226.7,89.47,29.6,10.7,8.6,20.4,85.0,0.526,10677.0,10.677,18.4,1964.0,58.8,20.63,0,3,1,58920.0,Prioritario
18029,ALBANIA,18,985,513,472,52.2,1080.2,0.91,38.8,10.0,26.3,12.0,88.1,0.581,572.0,0.572,9.0,51.0,34.7,22.46,0,3,1,1530.0,Prioritario
18094,BELÉN DE LOS ANDAQUÍES,18,1060,620,440,58.6,141.3,7.5,50.0,9.1,20.8,16.6,88.6,0.414,438.0,0.438,15.6,68.0,40.7,26.3,0,3,1,2040.0,Prioritario
18150,CARTAGENA DEL CHAIRÁ,18,3665,2074,1591,56.6,232.4,15.77,63.3,12.9,36.9,22.6,94.7,0.657,2409.0,2.409,13.8,331.0,29.7,30.29,0,2,2,9930.0,Muy prioritario
18205,CURILLO,18,9097,4264,4833,46.9,262.3,34.68,55.4,15.2,23.5,15.0,93.4,0.525,4775.0,4.775,11.9,569.0,35.8,27.77,0,1,2,17070.0,Muy prioritario
18247,EL DONCELLO,18,23379,13407,9972,57.3,677.3,34.52,44.3,10.3,18.9,14.1,90.7,0.839,19611.0,19.611,19.3,3782.0,34.3,22.9,0,2,2,113460.0,Muy prioritario
18256,EL PAUJÍL,18,190163,109947,80216,57.8,30.0,6338.77,45.5,8.6,31.8,12.7,90.0,0.766,145646.0,145.646,13.3,19401.0,48.9,23.28,1,3,0,582030.0,No prioritario
18410,LA MONTAÑITA,18,62554,28149,34405,45.0,118.2,529.44,56.2,8.4,53.5,17.7,89.0,0.515,32246.0,32.246,11.6,3734.0,23.8,27.65,0,1,2,112020.0,Muy prioritario
18460,MILÁN,18,10017,5151,4866,51.4,315.3,31.77,64.6,8.6,64.8,18.3,92.1,0.547,5481.0,5.481,14.9,815.0,20.0,41.16,0,3,2,24450.0,Muy prioritario
18479,MORELIA,18,12910,7564,5346,58.6,1032.9,12.5,42.4,11.8,24.5,13.6,86.9,0.664,8572.0,8.572,17.4,1493.0,46.9,22.98,0,2,1,44790.0,Prioritario
18592,PUERTO RICO,18,2198,1225,973,55.8,135.6,16.21,54.3,10.6,29.5,17.0,91.6,0.709,1559.0,1.559,14.7,228.0,34.5,28.43,0,3,2,6840.0,Muy prioritario
18610,SAN JOSÉ DEL FRAGUA,18,12921,6289,6632,48.7,30.0,430.7,48.7,12.1,23.0,19.3,89.4,0.414,5345.0,5.345,17.9,955.0,33.5,28.22,0,3,2,28650.0,Muy prioritario
18753,SAN VICENTE DEL CAGUÁN,18,7945,3791,4154,47.7,514.7,15.44,56.3,10.4,35.6,21.7,91.2,0.398,3162.0,3.162,15.9,502.0,32.2,25.86,0,3,2,15060.0,Muy prioritario
18756,SOLANO,18,23882,11377,12505,47.6,114.2,209.21,71.9,10.6,56.5,30.2,92.0,0.491,11721.0,11.721,8.0,938.0,23.0,31.64,0,1,2,28140.0,Muy prioritario
18785,SOLITA,18,3013,1420,1593,47.2,58.7,51.33,58.1,11.5,31.2,19.9,92.6,0.585,1763.0,1.763,12.6,223.0,22.1,27.86,0,3,2,6690.0,Muy prioritario
18860,VALPARAÍSO,18,34024,23413,10611,68.8,115.7,294.13,50.0,7.7,36.0,15.3,91.9,0.665,22626.0,22.626,14.7,3325.0,51.8,23.72,0,1,2,99750.0,Muy prioritario
19001,POPAYÁN,19,210855,149207,61648,70.8,196.1,1075.3,18.4,7.4,3.1,17.8,81.4,0.719,151527.0,151.527,18.0,27297.0,58.2,14.12,3,3,0,818910.0,No prioritario
19022,ALMAGUER,19,10984,5388,5596,49.1,118.4,92.75,62.9,7.8,56.3,6.9,94.2,0.45,4946.0,4.946,8.0,396.0,28.7,29.47,0,2,2,11880.0,Muy prioritario
19050,ARGELIA,19,27531,17179,10352,62.4,30.0,917.7,50.1,5.5,23.9,14.7,96.3,0.414,11406.0,11.406,23.4,2668.0,30.4,24.46,0,3,2,80040.0,Muy prioritario
19075,BALBOA,19,46270,21003,25267,45.4,718.0,64.44,47.1,6.5,45.4,8.0,95.1,0.6,27772.0,27.772,15.6,4341.0,29.0,23.82,2,1,1,130230.0,Prioritario
19100,BOLÍVAR,19,6488,2611,3877,40.3,1129.9,5.74,51.1,7.3,47.7,8.0,94.7,0.445,2886.0,2.886,14.0,403.0,17.7,23.54,0,2,2,12090.0,Muy prioritario
19110,BUENOS AIRES,19,19997,9457,10540,47.3,534.8,37.39,42.5,4.3,40.9,15.2,90.5,0.378,7553.0,7.553,17.8,1342.0,38.1,22.5,0,1,2,40260.0,Muy prioritario
19130,CAJIBÍO,19,13666,8330,5336,61.0,62.5,218.74,56.9,6.1,59.2,9.9,94.3,0.605,8274.0,8.274,22.6,1872.0,40.9,29.99,0,1,2,56160.0,Muy prioritario
19137,CALDONO,19,15927,7483,8444,47.0,192.1,82.89,56.0,11.5,15.9,13.3,92.8,0.601,9578.0,9.578,16.8,1610.0,26.7,25.56,0,3,2,48300.0,Muy prioritario
19142,CALOTO,19,3322,2758,564,83.0,242.8,13.68,37.4,7.3,28.7,12.8,86.8,0.672,2234.0,2.234,20.6,461.0,65.9,18.52,0,3,1,13830.0,Prioritario
19212,CORINTO,19,13962,8414,5548,60.3,502.0,27.81,33.7,9.3,17.8,14.6,89.0,0.554,7741.0,7.741,15.9,1232.0,39.1,18.17,0,1,1,36960.0,Prioritario
19256,EL TAMBO,19,32741,19276,13465,58.9,545.7,60.0,46.0,5.5,29.0,10.2,94.3,0.573,18753.0,18.753,15.0,2806.0,47.3,20.99,0,1,1,84180.0,Prioritario
19290,FLORENCIA,19,182053,137553,44500,75.6,101.4,1795.54,36.3,7.0,9.8,7.5,95.7,0.623,113343.0,113.343,15.6,17714.0,67.1,16.14,4,3,0,531420.0,No prioritario
19300,GUACHENÉ,19,75108,66792,8316,88.9,270.0,278.19,20.2,4.7,7.2,18.1,79.8,0.598,44905.0,44.905,15.9,7146.0,75.9,20.38,2,2,0,214380.0,No prioritario
19318,GUAPI,19,644176,387484,256692,60.2,423.6,1520.8,68.9,9.6,78.7,30.8,93.4,0.533,343625.0,343.625,13.5,46232.0,41.4,31.05,12,3,2,1386960.0,Muy prioritario
19355,INZÁ,19,3356,1988,1368,59.3,1403.9,2.39,59.0,5.8,24.5,13.9,92.3,0.629,2110.0,2.11,11.4,240.0,32.8,26.41,0,1,2,7200.0,Muy prioritario
19364,JAMBALÓ,19,64226,41934,22292,65.3,569.9,112.7,46.5,6.8,23.1,9.7,93.4,0.637,40906.0,40.906,15.8,6464.0,40.8,20.9,1,3,0,193920.0,No prioritario
19392,LA SIERRA,19,18583,10700,7883,57.6,630.7,29.46,53.6,8.1,21.7,11.0,94.0,0.594,11034.0,11.034,10.2,1126.0,35.9,26.87,0,1,2,33780.0,Muy prioritario
19397,LA VEGA,19,688069,393622,294447,57.2,270.6,2542.88,56.7,6.6,31.5,12.2,91.3,0.499,343495.0,343.495,15.8,54250.0,36.7,27.64,12,3,1,1627500.0,Prioritario
19418,LÓPEZ DE MICAY,19,3118,993,2125,31.9,1329.5,2.35,81.2,12.1,84.6,34.6,94.9,0.463,1444.0,1.444,12.6,182.0,10.0,38.98,0,1,2,5460.0,Muy prioritario
19450,MERCADERES,19,2946,1487,1459,50.5,400.1,7.36,46.6,7.8,29.0,9.3,94.1,0.378,1113.0,1.113,15.0,167.0,34.2,21.39,0,2,1,5010.0,Prioritario
19455,MIRANDA,19,4541,3270,1271,72.0,87.1,52.15,21.6,5.8,5.8,15.1,81.6,0.652,2962.0,2.962,15.1,448.0,59.9,16.76,0,3,0,13440.0,No prioritario
19473,MORALES,19,800,435,365,54.4,1318.2,0.61,48.7,5.9,37.8,10.2,93.3,0.682,546.0,0.546,24.2,132.0,29.4,23.24,0,1,1,3960.0,Prioritario
19513,PADILLA,19,5185,3534,1651,68.2,565.4,9.17,22.0,5.3,6.0,16.1,81.7,0.505,2617.0,2.617,20.4,534.0,57.4,11.52,0,2,0,16020.0,No prioritario
19517,PÁEZ,19,3406,1934,1472,56.8,143.8,23.69,56.3,7.9,18.4,15.5,92.6,0.53,1806.0,1.806,11.4,207.0,38.5,26.54,0,1,2,6210.0,Muy prioritario
19532,PATÍA,19,17513,11590,5923,66.2,137.6,127.24,44.1,8.2,39.4,12.5,92.8,0.641,11227.0,11.227,16.8,1888.0,47.2,20.81,0,1,1,56640.0,Prioritario
19533,PIAMONTE,19,24714,14657,10057,59.3,349.3,70.76,44.0,7.6,25.0,13.6,90.0,0.687,16990.0,16.99,13.6,2312.0,45.9,25.61,0,2,2,69360.0,Muy prioritario
19548,PIENDAMÓ - TUNÍA,19,391252,306742,84510,78.4,426.6,917.16,30.7,8.1,5.6,10.6,91.9,0.628,245606.0,245.606,14.3,35113.0,55.3,21.31,5,2,0,1053390.0,No prioritario
19573,PUERTO TEJADA,19,73921,48718,25203,65.9,310.1,238.41,16.6,7.5,1.9,20.6,81.7,0.558,41266.0,41.266,12.1,4981.0,56.7,9.43,2,3,0,149430.0,No prioritario
19585,PURACÉ,19,4729,2825,1904,59.8,355.5,13.3,39.5,9.5,19.8,11.5,90.2,0.431,2041.0,2.041,16.8,342.0,36.1,23.8,0,1,1,10260.0,Prioritario
19622,ROSAS,19,2651,1414,1237,53.3,1881.7,1.41,43.2,4.6,33.6,11.0,93.5,0.572,1515.0,1.515,12.8,194.0,29.5,24.18,0,1,1,5820.0,Prioritario
19693,SAN SEBASTIÁN,19,32385,13675,18710,42.2,885.2,36.58,46.4,6.9,19.5,9.0,91.5,0.682,22096.0,22.096,16.6,3674.0,20.9,29.46,1,2,1,110220.0,Prioritario
19698,SANTANDER DE QUILICHAO,19,1240,868,372,70.1,307.6,4.03,23.8,6.5,10.1,15.4,85.8,0.652,809.0,0.809,19.5,158.0,51.2,11.86,0,3,0,4740.0,No prioritario
19701,SANTA ROSA,19,360997,160160,200837,44.4,757.2,476.78,66.1,8.9,32.4,16.0,88.2,0.526,189770.0,189.77,18.1,34269.0,17.4,31.8,5,1,2,1028070.0,Muy prioritario
19743,SILVIA,19,111635,79068,32567,70.8,70.9,1575.01,43.8,8.9,19.7,12.0,92.2,0.659,73576.0,73.576,14.0,10319.0,49.5,19.94,3,2,0,309570.0,No prioritario
19760,SOTARÁ PAISPAMBA,19,5741,4056,1685,70.7,394.5,14.55,32.3,6.8,14.4,11.4,88.2,0.632,3627.0,3.627,18.0,653.0,58.1,19.6,0,2,1,19590.0,Prioritario
19780,SUÁREZ,19,800,402,398,50.3,2145.6,0.37,44.1,7.5,55.1,12.8,91.8,0.486,389.0,0.389,16.4,64.0,30.5,20.14,0,1,1,1920.0,Prioritario
19785,SUCRE,19,152813,83333,69480,54.5,188.4,811.29,75.5,6.4,65.2,7.7,96.6,0.634,96882.0,96.882,13.5,13109.0,18.5,34.97,1,1,2,393270.0,Muy prioritario
19807,TIMBÍO,19,10870,7972,2898,73.3,88.5,122.84,35.7,8.9,4.1,12.4,91.0,0.661,7190.0,7.19,14.5,1044.0,61.0,16.86,0,2,1,31320.0,Prioritario
19809,TIMBIQUÍ,19,124004,57310,66694,46.2,111.9,1108.29,72.4,15.7,78.2,26.0,94.5,0.536,66500.0,66.5,19.0,12602.0,15.7,32.82,4,3,2,378060.0,Muy prioritario
19821,TORIBÍO,19,800,449,351,56.1,66.2,12.09,45.1,4.7,28.6,10.6,95.5,0.496,397.0,0.397,15.8,63.0,36.7,23.34,0,3,1,1890.0,Prioritario
19824,TOTORÓ,19,4542,2010,2532,44.3,95.4,47.6,55.1,14.7,24.3,11.7,92.2,0.631,2868.0,2.868,15.8,454.0,25.5,30.55,0,1,2,13620.0,Muy prioritario
19845,VILLA RICA,19,13486,9224,4262,68.4,156.9,85.97,22.7,7.3,42.0,18.2,79.1,0.677,9127.0,9.127,13.9,1266.0,55.8,13.48,0,1,0,37980.0,No prioritario
